user_id,media_source,campaign
5feceb66-ffc8-6f38-d952-786c6d696c79,tiktokglobal_int,tt_campaign_1
6b86b273-ff34-fce1-9d6b-804eff5a3f57,tiktokglobal_int,tt_campaign_1
d4735e3a-265e-16ee-e03f-59718b9b5d03,tiktokglobal_int,tt_campaign_1
4e074085-62be-db8b-60ce-05c1decfe3ad,tiktokglobal_int,tt_campaign_1
4b227777-d4dd-1fc6-1c6f-884f48641d02,tiktokglobal_int,tt_campaign_1
ef2d127d-e37b-942b-aad0-6145e54b0c61,tiktokglobal_int,tt_campaign_1
e7f6c011-776e-8db7-cd33-0b54174fd76f,tiktokglobal_int,tt_campaign_1
7902699b-e42c-8a8e-46fb-bb4501726517,tiktokglobal_int,tt_campaign_1
2c624232-cdd2-2177-1294-dfbb310aca00,tiktokglobal_int,tt_campaign_1
19581e27-de7c-ed00-ff1c-e50b2047e7a5,tiktokglobal_int,tt_campaign_1
4a44dc15-3642-04a8-0fe8-0e9039455cc1,tiktokglobal_int,tt_campaign_1
4fc82b26-aecb-47d2-868c-4efbe3581732,tiktokglobal_int,tt_campaign_1
6b51d431-df5d-7f14-1cbe-ceccf79edf3d,tiktokglobal_int,tt_campaign_1
3fdba35f-04dc-8c46-2986-c992bcf87554,tiktokglobal_int,tt_campaign_1
8527a891-e224-1369-50ff-32ca212b45bc,tiktokglobal_int,tt_campaign_1
e629fa65-98d7-3276-8f7c-726b4b621285,tiktokglobal_int,tt_campaign_1
b17ef6d1-9c7a-5b1e-e83b-907c595526dc,tiktokglobal_int,tt_campaign_1
4523540f-1504-cd17-100c-4835e85b7eef,tiktokglobal_int,tt_campaign_1
4ec9599f-c203-d176-a301-536c2e091a19,tiktokglobal_int,tt_campaign_1
9400f1b2-1cb5-27d7-fa3d-3eabba93557a,tiktokglobal_int,tt_campaign_1
f5ca38f7-48a1-d6ea-f726-b8a42fb575c3,tiktokglobal_int,tt_campaign_1
6f4b6612-125f-b3a0-daec-d2799dfd6c9c,tiktokglobal_int,tt_campaign_1
785f3ec7-eb32-f30b-90cd-0fcf3657d388,tiktokglobal_int,tt_campaign_1
535fa30d-7e25-dd8a-49f1-536779734ec8,tiktokglobal_int,tt_campaign_1
c2356069-e9d1-e79c-a924-378153cfbbfb,tiktokglobal_int,tt_campaign_1
b7a56873-cd77-1f2c-446d-369b649430b6,tiktokglobal_int,tt_campaign_1
5f9c4ab0-8cac-7457-e911-1a30e4664920,tiktokglobal_int,tt_campaign_1
670671cd-9740-4156-226e-507973f2ab83,tiktokglobal_int,tt_campaign_1
59e19706-d51d-39f6-6711-c2653cd7eb12,tiktokglobal_int,tt_campaign_1
35135aaa-6cc2-3891-b40c-b3f378c53a17,tiktokglobal_int,tt_campaign_1
624b60c5-8c9d-8bfb-6ff1-886c2fd605d2,tiktokglobal_int,tt_campaign_1
eb1e33e8-a81b-697b-7585-5af6bfcdbcbf,tiktokglobal_int,tt_campaign_1
e29c9c18-0c62-79b0-b02a-bd6a1801c7c0,tiktokglobal_int,tt_campaign_1
c6f3ac57-944a-5314-90cd-39902d0f7777,tiktokglobal_int,tt_campaign_1
86e50149-6586-6131-2a9e-0b35558d84f6,tiktokglobal_int,tt_campaign_1
9f14025a-f006-5b30-e47e-23ebb3b491d3,tiktokglobal_int,tt_campaign_1
76a50887-d8f1-c2e9-3017-55428990ad81,tiktokglobal_int,tt_campaign_1
7a61b537-01be-fdae-0eee-ffaecc73f14e,tiktokglobal_int,tt_campaign_1
aea92132-c4cb-eb26-3e6a-c2bf6c183b5d,tiktokglobal_int,tt_campaign_1
0b918943-df09-62bc-7a18-24c0555a3893,tiktokglobal_int,tt_campaign_1
d59eced1-ded0-7f84-c145-592f65bdf854,tiktokglobal_int,tt_campaign_1
3d914f93-48c9-cc0f-f8a7-9716700b9fcd,tiktokglobal_int,tt_campaign_1
73475cb4-0a56-8e8d-a8a0-45ced110137e,tiktokglobal_int,tt_campaign_1
44cb730c-4204-80a0-477b-505ae68af508,tiktokglobal_int,tt_campaign_1
71ee45a3-c0db-9a98-65f7-313dd3372cf6,tiktokglobal_int,tt_campaign_1
811786ad-1ae7-4adf-dd20-dd0372abaaeb,tiktokglobal_int,tt_campaign_1
25fc0e70-96fc-6537-1820-2dc30b0c580b,tiktokglobal_int,tt_campaign_1
31489056-e091-6d59-fe3a-dd79e63f095a,tiktokglobal_int,tt_campaign_1
98010bd9-270f-9b10-0b62-14a21754fd33,tiktokglobal_int,tt_campaign_1
0e17daca-5f3e-175f-448b-acace3bc0da4,tiktokglobal_int,tt_campaign_1
1a656259-0ef1-9d10-45d0-6c4055742d38,tiktokglobal_int,tt_campaign_1
031b4af5-197e-c30a-926f-48cf40e11a7d,tiktokglobal_int,tt_campaign_1
41cfc0d1-f2d1-27b0-4555-b7246d84019b,tiktokglobal_int,tt_campaign_1
2858dcd1-057d-3eae-7f7d-5f782167e24b,tiktokglobal_int,tt_campaign_1
2fca346d-b656-1871-02ce-806ac732e06a,tiktokglobal_int,tt_campaign_1
02d20bbd-7e39-4ad5-999a-4cebabac9619,tiktokglobal_int,tt_campaign_1
7688b6ef-5255-5962-d008-fff894223582,tiktokglobal_int,tt_campaign_1
c837649c-ce43-f272-9138-e72cc3152070,tiktokglobal_int,tt_campaign_1
6208ef0f-7750-c111-548c-f90b6ea1d0d0,tiktokglobal_int,tt_campaign_1
3e1e967e-9b79-3e90-8f8e-ae83c74dba9b,tiktokglobal_int,tt_campaign_1
39fa9ec1-90ee-e7b6-f4df-f1100d6343e1,tiktokglobal_int,tt_campaign_1
d029fa3a-95e1-74a1-9934-857f535eb942,tiktokglobal_int,tt_campaign_1
81b8a03f-97e8-787c-53fe-1a86bda042b6,tiktokglobal_int,tt_campaign_1
da4ea2a5-506f-2693-eae1-90d9360a1f31,tiktokglobal_int,tt_campaign_1
a68b412c-4282-555f-1554-6cf6e1fc4289,tiktokglobal_int,tt_campaign_1
108c995b-953c-8a35-5611-03e2014cf828,tiktokglobal_int,tt_campaign_1
3ada92f2-8b4c-eda3-8562-ebf047c6ff05,tiktokglobal_int,tt_campaign_1
49d180ec-f561-3281-9571-bf39d9b7b342,tiktokglobal_int,tt_campaign_1
a21855da-08cb-102d-1d21-7c53dc5824a3,tiktokglobal_int,tt_campaign_1
c75cb66a-e28d-8ebc-6ede-d002c28a8ba0,tiktokglobal_int,tt_campaign_1
ff5a1ae0-12af-a5d4-c889-c50ad427aaf5,tiktokglobal_int,tt_campaign_1
